name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,Star Type Complex,Star Type Simple
Kepler-27 c,3407,15.822,Gas Giant,2011,13.8,1898130000000000000000000000,0.437,11.209,0.191,0.08569473,0,Transit,M0 V,M
Kepler-282 d,4363,15.444,Super Earth,2013,0.192,1898130000000000000000000000,0.219,11.209,0.154,0.0678987,0,Transit,M0 V,M
Kepler-470 b,3033,13.282,Gas Giant,2016,112,1898130000000000000000000000,1.288,11.209,0.2322,0.06762492,0,Transit,M0 V,M
Kepler-471 b,4076,13.767,Gas Giant,2016,117,1898130000000000000000000000,1.335,11.209,0.0626,0.013689254,0,Transit,M0 V,M
KOI-984 c,824,12.795,Gas Giant,2022,0.6601,1898130000000000000000000000,1.25,11.209,0.1467,0.058863793,0.38,Transit Timing Variations,K4,K
KPS-1 b,857,12.97,Gas Giant,2018,1.09,1898130000000000000000000000,1.03,11.209,0.0269,0.004654347,0,Transit,K4,K
Lupus-TR-3 b,2523,19.6202,Gas Giant,2007,0.81,1898130000000000000000000000,0.89,11.209,0.0464,0.010677618,0,Transit,K4,K
MASCARA-1 b,595,8.28,Gas Giant,2017,3.7,1898130000000000000000000000,1.597,11.209,0.040352,0.005749486,0,Transit,K4,K
NGTS-24 b,2228,13.214,Gas Giant,2022,0.52,1898130000000000000000000000,1.214,11.209,0.0479,0.009582478,0,Transit,G2 V,G
TrES-3 b,755,12.362,Gas Giant,2007,1.91,1898130000000000000000000000,1.336,11.209,0.02282,0.003559206,0,Transit,M1,M
TrES-4 b,1683,11.932,Gas Giant,2007,0.78,1898130000000000000000000000,1.61,11.209,0.05084,0.009856262,0,Transit,M1,M
TrES-5 b,1175,13.677,Gas Giant,2011,1.79,1898130000000000000000000000,1.194,11.209,0.02459,0.004106776,0.03,Transit,M1,M
TYC 0434-04538-1 b,2001,10.247,Gas Giant,2021,6.1,1898130000000000000000000000,1.14,11.209,0.66,0.5289528,0.08,Radial Velocity,M1,M
TYC 1422-614-1 b,2193,10.193,Gas Giant,2014,2.5,1898130000000000000000000000,1.18,11.209,0.69,0.5431896,0.06,Radial Velocity,M1,M
XO-3 b,695,9.854,Gas Giant,2007,7.29,1898130000000000000000000000,1.41,11.209,0.0476,0.008761123,0.29,Transit,M1 V,M
XO-4 b,889,10.814,Gas Giant,2008,1.42,1898130000000000000000000000,1.25,11.209,0.05524,0.011225188,0,Transit,M1 V,M
EPIC 201841433 b,1424,14.983,Super Earth,2019,1.12,5972200000000000000000000,1.04,1,0.035,0.011498973,0,Transit,G5 V,G
EPIC 249893012 b,1048,11.429,Super Earth,2020,8.75,5972200000000000000000000,1.95,1,0.047,0.009856262,0.06,Transit,M1 V,M
GJ 3090 b,73,11.403,Neptune-like,2022,3.34,5972200000000000000000000,2.13,1,0.03165,0.007939767,0.32,Transit,M1 V,M
GJ 3138 b,93,10.8275,Super Earth,2017,1.78,5972200000000000000000000,1.18,1,0.0197,0.003285421,0.19,Radial Velocity,M1 V,M
GJ 357 c,31,10.91,Super Earth,2019,3.4,5972200000000000000000000,1.66,1,0.061,0.024914443,0,Radial Velocity,M0 V,M
GJ 367 b,31,10.153,Terrestrial,2021,0.546,5972200000000000000000000,0.718,1,0.0071,0.000821355,0,Transit,M0 V,M
GJ 3929 b,52,12.675,Super Earth,2022,1.75,5972200000000000000000000,1.09,1,0.0252,0.007118412,0,Transit,M0 V,M
GJ 393 b,23,9.65,Super Earth,2021,1.71,5972200000000000000000000,1.17,1,0.05402,0.019164955,0,Radial Velocity,M0 V,M
GJ 3998 b,59,10.844,Super Earth,2016,2.47,5972200000000000000000000,1.38,1,0.029,0.007118412,0,Radial Velocity,M1 V,M
GJ 411 b,19,7.49,Super Earth,2019,2.69,5972200000000000000000000,1.45,1,0.07879,0.035318274,0.06,Radial Velocity,M1 V,M
HD 20794 b,20,4.26,Super Earth,2011,2.7,5972200000000000000000000,1.45,1,0.1207,0.050102666,0,Radial Velocity,M2 V,M
HD 20794 c,20,4.26,Super Earth,2011,2.4,5972200000000000000000000,1.35,1,0.2036,0.109787814,0,Radial Velocity,M2 V,M
HD 20794 d,20,4.26,Super Earth,2011,4.8,5972200000000000000000000,2.04,1,0.3499,0.24722794,0,Radial Velocity,M2 V,M
HD 219134 f,21,5.56911,Super Earth,2015,7.3,5972200000000000000000000,1.31,1,0.1463,0.062149215,0.15,Radial Velocity,M0 V,M
HD 22496 b,44,8.57,Neptune-like,2021,5.57,5972200000000000000000000,2.22,1,0.051,0.013963039,0,Radial Velocity,M0 V,M
HD 93963 A b,269,9.182,Super Earth,2022,7.8,5972200000000000000000000,1.35,1,0.02085,0.002737851,0,Transit,M0 V,M
HD 96700 c,83,6.51,Super Earth,2021,3.5,5972200000000000000000000,1.69,1,0.141,0.05448323,0.293,Radial Velocity,M0 V,M
HD 97658 b,70,7.76,Super Earth,2010,8.3,5972200000000000000000000,2.12,1,0.0805,0.026009582,0.05,Radial Velocity,M0 V,M
HR 858 b,104,6.38,Super Earth,2019,5,5972200000000000000000000,2.085,1,0.048,0.009856262,0.3,Transit,M0 V,M
K2-131 b,497,12.129,Super Earth,2017,6.3,5972200000000000000000000,1.5,1,0.0095,0.00109514,0,Transit,M1 V,M
K2-133 b,245,14.073,Super Earth,2017,2.36,5972200000000000000000000,1.34,1,0.03194,0.008487337,0,Transit,M1 V,M
K2-133 c,245,14.073,Super Earth,2017,3.2,5972200000000000000000000,1.603,1,0.04341,0.013415469,0,Transit,M1 V,M
K2-19 d,945,13.024,Super Earth,2016,10,5972200000000000000000000,1.11,1,0.0344,0.006844627,0,Transit,K7 V,K
K2-239 b,101,14.632,Super Earth,2018,1.37,5972200000000000000000000,1.1,1,0.0441,0.014236824,0,Transit,M2 V,M
K2-239 c,101,14.632,Terrestrial,2018,0.972,5972200000000000000000000,1,1,0.0576,0.021355236,0,Transit,M2 V,M
K2-239 d,101,14.632,Super Earth,2018,1.37,5972200000000000000000000,1.1,1,0.0685,0.027652293,0,Transit,M2 V,M
K2-240 b,238,13.372,Super Earth,2018,4.66,5972200000000000000000000,2,1,0.0513,0.016427105,0,Transit,M2 V,M
K2-240 c,238,13.372,Super Earth,2018,3.89,5972200000000000000000000,1.8,1,0.1159,0.056125943,0,Transit,M2 V,M
K2-277 b,369,10.364,Super Earth,2018,4.94,5972200000000000000000000,2.07,1,0.0675,0.017248461,0,Transit,M0 V,M
K2-279 b,597,11.491,Super Earth,2018,1.92,5972200000000000000000000,1.21,1,0.067,0.01943874,0,Transit,M0 V,M
K2-37 b,587,12.573,Super Earth,2016,3.22,5972200000000000000000000,1.61,1,0.0511,0.012046544,0,Transit,M1 V,M
Kepler-1121 b,1572,12.144,Super Earth,2016,4.31,5972200000000000000000000,1.91,1,0.1187,0.03613963,0,Transit,G4 V,G
Kepler-1145 b,2257,15.471,Super Earth,2016,2.54,5972200000000000000000000,1.4,1,0.0443,0.010951404,0,Transit,F7 V,F
Kepler-1177 b,4241,14.773,Super Earth,2016,4.27,5972200000000000000000000,1.9,1,0.4301,0.29075974,0,Transit,F5 IV,F
Kepler-1205 b,2278,15.316,Super Earth,2016,2.57,5972200000000000000000000,1.41,1,0.0196,0.003011636,0,Transit,G2 V,G
Kepler-1207 b,5722,14.595,Super Earth,2016,3.26,5972200000000000000000000,1.62,1,0.1156,0.037508555,0,Transit,K2 V,K
Kepler-1209 b,1649,12.554,Super Earth,2016,2.89,5972200000000000000000000,1.51,1,0.18,0.06954141,0,Transit,K2 V,K
Kepler-120 b,1268,14.995,Super Earth,2014,8.5,5972200000000000000000000,2.15,1,0.055,0.017248461,0,Transit,K2 V,K
Kepler-120 c,1268,14.995,Super Earth,2014,2.96,5972200000000000000000000,1.53,1,0.088,0.03504449,0,Transit,K2 V,K
Kepler-1210 b,3838,15.649,Super Earth,2016,3.53,5972200000000000000000000,1.7,1,0.0753,0.022176592,0,Transit,G3 V,G
Kepler-1228 b,1681,15.061,Super Earth,2016,2.99,5972200000000000000000000,1.54,1,0.0125,0.001642711,0,Transit,M,M
Kepler-1229 b,866,16.124,Super Earth,2016,2.54,5972200000000000000000000,1.4,1,0.3006,0.23764546,0,Transit,M,M
Kepler-122 d,3352,14.403,Neptune-like,2014,5.48,5972200000000000000000000,2.2,1,0.155,0.05913758,0,Transit,M,M
Kepler-122 f,3352,14.403,Super Earth,2014,36,5972200000000000000000000,1.75,1,0.287,0.154141,0,Transit Timing Variations,G9/K0,G
Kepler-1232 b,2064,14.97,Super Earth,2016,4.38,5972200000000000000000000,1.93,1,0.1673,0.0733744,0,Transit,G4 V,G
Kepler-1238 b,5324,14.919,Super Earth,2016,4.38,5972200000000000000000000,1.93,1,0.0541,0.011225188,0,Transit,K1 V,K
Kepler-123 c,3333,14.129,Super Earth,2014,2.79,5972200000000000000000000,1.48,1,0.181,0.07310062,0,Transit,G1 V,G
Kepler-1240 b,2812,14.092,Super Earth,2016,1.6,5972200000000000000000000,1.15,1,0.0557,0.013415469,0,Transit,G2 V,G
Kepler-1243 b,2473,14.898,Super Earth,2016,3.71,5972200000000000000000000,1.75,1,0.1256,0.04599589,0,Transit,K1 V,K
Kepler-1244 b,3509,12.444,Super Earth,2016,2.39,5972200000000000000000000,1.35,1,0.0502,0.010130048,0,Transit,F8 V,F
Kepler-1257 b,3608,15.644,Super Earth,2016,2.92,5972200000000000000000000,1.52,1,0.0376,0.007392197,0,Transit,G2 IV,G
Kepler-1262 b,3441,15.155,Super Earth,2016,3.97,5972200000000000000000000,1.82,1,0.083,0.023819301,0,Transit,K,K
Kepler-1263 b,2169,15.173,Super Earth,2016,1.55,5972200000000000000000000,1.14,1,0.0499,0.012594113,0,Transit,K,K
Kepler-1264 b,2616,14.629,Super Earth,2016,1.76,5972200000000000000000000,1.18,1,0.0191,0.002737851,0,Transit,K,K
Kepler-1265 b,1904,16.024,Super Earth,2016,2.39,5972200000000000000000000,1.35,1,0.0612,0.01779603,0,Transit,K,K
Kepler-1266 c,2770,16.016,Super Earth,2021,3.46,5972200000000000000000000,1.68,1,0.052,0.013415469,0,Transit,K,K
Kepler-1268 b,6005,15.484,Super Earth,2016,4.78,5972200000000000000000000,2.03,1,0.2383,0.112251885,0,Transit,M4,M
Kepler-1269 b,3579,13.658,Super Earth,2016,3.29,5972200000000000000000000,1.63,1,0.226,0.10212183,0,Transit,M4,M
Kepler-126 b,774,10.505,Super Earth,2014,2.92,5972200000000000000000000,1.52,1,0.099,0.028747434,0.07,Transit,M4,M
Kepler-126 c,774,10.505,Super Earth,2014,3.12,5972200000000000000000000,1.58,1,0.162,0.05995893,0.19,Transit,M4,M
Kepler-1271 b,2714,14.075,Super Earth,2016,2.79,5972200000000000000000000,1.48,1,0.0418,0.008213553,0,Transit,M4,M
Kepler-1274 b,2005,11.717,Super Earth,2016,2.6,5972200000000000000000000,1.42,1,0.0806,0.019164955,0,Transit,M4,M
Kepler-1275 b,3764,14.595,Super Earth,2016,2.79,5972200000000000000000000,1.48,1,0.0488,0.010130048,0,Transit,G8 V,G
Kepler-1279 b,4874,14.137,Super Earth,2016,3.71,5972200000000000000000000,1.75,1,0.1633,0.064339496,0,Transit,M,M
Kepler-1284 b,2878,15.912,Super Earth,2016,1.92,5972200000000000000000000,1.21,1,0.0143,0.001916496,0,Transit,G2,G
Kepler-1331 b,1041,15.58,Super Earth,2016,1.16,5972200000000000000000000,1.05,1,0.0142,0.002190281,0,Transit,M1 V,M
Kepler-1332 b,1725,13.975,Super Earth,2016,2.45,5972200000000000000000000,1.37,1,0.0986,0.032580424,0,Transit,M1 V,M
Kepler-1335 b,2028,15.248,Super Earth,2016,2.7,5972200000000000000000000,1.45,1,0.0615,0.017248461,0,Transit,M1 V,M
Kepler-1336 b,3675,14.264,Super Earth,2016,4.58,5972200000000000000000000,1.98,1,0.1595,0.06351814,0,Transit,M1 V,M
Kepler-1371 c,1681,14.018,Terrestrial,2016,0.196,5972200000000000000000000,0.64,1,0.0274,0.005475702,0,Transit,M0 V,M
Kepler-1372 b,4251,15.667,Super Earth,2016,2.15,5972200000000000000000000,1.27,1,0.024,0.003559206,0,Transit,M0 V,M
Kepler-1373 b,5544,14.328,Super Earth,2016,1.65,5972200000000000000000000,1.16,1,0.0242,0.003559206,0,Transit,M0 V,M
Kepler-1398 b,2780,13.752,Terrestrial,2016,0.666,5972200000000000000000000,0.9,1,0.0392,0.007665982,0,Transit,G2 V,G
Kepler-1398 c,2780,13.752,Super Earth,2016,1.08,5972200000000000000000000,1.03,1,0.051,0.011225188,0,Transit,G2 V,G
Kepler-1399 b,4520,15.572,Super Earth,2016,2.1,5972200000000000000000000,1.25,1,0.0276,0.004380561,0,Transit,M1 V,M
Kepler-1400 b,2454,16.067,Super Earth,2016,3.26,5972200000000000000000000,1.62,1,0.0771,0.024914443,0,Transit,M1 V,M
Kepler-1401 b,4650,15.224,Super Earth,2016,3.46,5972200000000000000000000,1.68,1,0.0975,0.030663928,0,Transit,M1 V,M
Kepler-1509 b,6534,15.455,Super Earth,2016,4.08,5972200000000000000000000,1.85,1,0.1707,0.06954141,0,Transit,K7 V,K
Kepler-1529 b,2156,15.297,Neptune-like,2016,5.06,5972200000000000000000000,2.1,1,0.0525,0.01451061,0,Transit,M1 V,M
Kepler-1534 b,3611,16.429,Super Earth,2016,4.23,5972200000000000000000000,1.89,1,0.0599,0.015605749,0,Transit,K2 V,K
Kepler-1537 b,1687,14.827,Super Earth,2016,1.76,5972200000000000000000000,1.18,1,0.0245,0.003832991,0,Transit,K2 V,K
Kepler-1541 b,1359,13.944,Super Earth,2016,1.65,5972200000000000000000000,1.16,1,0.0781,0.022997946,0,Transit,K2 V,K
Kepler-1542 b,1302,12.734,Terrestrial,2016,0.363,5972200000000000000000000,0.76,1,0.0479,0.010951404,0,Transit,K2 V,K
Kepler-1542 c,1302,12.734,Terrestrial,2016,0.208,5972200000000000000000000,0.65,1,0.0389,0.007939767,0,Transit,K2 V,K
Kepler-1596 b,7001,15.632,Super Earth,2016,4.27,5972200000000000000000000,1.9,1,0.3237,0.1817933,0,Transit,G0 V,G
Kepler-1607 b,4195,13.969,Terrestrial,2016,0.721,5972200000000000000000000,0.92,1,0.1075,0.037234772,0,Transit,G9 V,G
Kepler-1633 b,3637,13.516,Super Earth,2016,3.12,5972200000000000000000000,1.58,1,0.3875,0.5103354,0,Transit,G4 V,G
Kepler-1637 b,1850,13.375,Terrestrial,2016,0.64,5972200000000000000000000,0.89,1,0.0596,0.01670089,0,Transit,G4 V,G
Kepler-174 b,1255,14.53,Super Earth,2014,4.5,5972200000000000000000000,1.96,1,0.1,0.03832991,0,Transit,F8 V,F
Kepler-176 e,1720,14.767,Super Earth,2016,2.7,5972200000000000000000000,1.45,1,0.2494,0.14017797,0,Transit,K0 V,K
Kepler-1818 b,3375,14.514,Super Earth,2021,3.58,5972200000000000000000000,1.714,1,0.055,0.012594113,0,Transit,F,F
Kepler-183 b,3427,14.993,Super Earth,2014,4.9,5972200000000000000000000,2.06,1,0.064,0.015605749,0,Transit,G5 V,G
Kepler-185 c,1522,14.562,Super Earth,2014,4.74,5972200000000000000000000,2.02,1,0.139,0.056673512,0,Transit,G,G
Kepler-1892 b,2778,15.592,Super Earth,2021,4.03,5972200000000000000000000,1.837,1,0.0633,0.017248461,0,Transit,K5,K
Kepler-1893 b,3427,15.152,Super Earth,2021,3.55,5972200000000000000000000,1.706,1,0.0504,0.011498973,0,Transit,K5,K
Kepler-1894 b,3051,15.452,Super Earth,2021,1.87,5972200000000000000000000,1.201,1,0.0385,0.007665982,0,Transit,K5,K
Kepler-1895 b,3210,15.787,Neptune-like,2021,5.14,5972200000000000000000000,2.119,1,0.0615,0.01670089,0,Transit,K5,K
Kepler-1898 b,1177,13.387,Terrestrial,2021,0.76,5972200000000000000000000,0.934,1,0.0522,0.013141684,0,Transit,K5,K
Kepler-1899 b,2321,16.136,Super Earth,2021,3.02,5972200000000000000000000,1.551,1,0.0457,0.011225188,0,Transit,K5,K
Kepler-190 c,1414,14.336,Super Earth,2014,2.73,5972200000000000000000000,1.46,1,0.045,0.010403832,0,Transit,M0 V,M
Kepler-1911 b,880,12.245,Super Earth,2021,1.01,5972200000000000000000000,1.011,1,0.0636,0.016427105,0,Transit,M0 V,M
Kepler-1955 b,1466,12.609,Super Earth,2021,1.69,5972200000000000000000000,1.167,1,0.117,0.039151266,0,Transit,M0 V,M
Kepler-1956 b,1176,15.989,Super Earth,2021,1.32,5972200000000000000000000,1.089,1,0.0563,0.01615332,0,Transit,M0 V,M
Kepler-1957 b,1503,15.13,Terrestrial,2021,0.79,5972200000000000000000000,0.944,1,0.0299,0.006023272,0,Transit,M0 V,M
Kepler-224 b,2551,15.801,Super Earth,2014,2.51,5972200000000000000000000,1.39,1,0.038,0.008487337,0,Transit,G6 V,G
Kepler-254 c,4532,16.012,Neptune-like,2014,3.2,5972200000000000000000000,2.15,1,0.105,0.03394935,0,Transit,K3,K
Kepler-291 b,5827,16.218,Neptune-like,2014,5.31,5972200000000000000000000,2.16,1,0.047,0.009582478,0,Transit,M0 V,M
Kepler-291 c,5827,16.218,Super Earth,2014,4.19,5972200000000000000000000,1.88,1,0.065,0.015605749,0,Transit,M0 V,M
Kepler-338 e,1803,12.19,Super Earth,2014,8.5,5972200000000000000000000,1.56,1,0.0893,0.025462013,0.05,Transit Timing Variations,M1 V,M
Kepler-339 c,2011,14.706,Super Earth,2014,7.3,5972200000000000000000000,1.15,1,0.069,0.019164955,0,Transit,M3 V,M
Kepler-339 d,2011,14.706,Super Earth,2014,14.7,5972200000000000000000000,1.17,1,0.091,0.02902122,0,Transit,M3 V,M
Kepler-33 b,3944,14.099,Super Earth,2011,3.68,5972200000000000000000000,1.74,1,0.0677,0.015605749,0,Transit,M3 V,M
Kepler-341 b,3415,14.739,Super Earth,2014,1.76,5972200000000000000000000,1.18,1,0.06,0.014236824,0,Transit,M3 V,M
Kepler-341 c,3415,14.739,Super Earth,2014,3.53,5972200000000000000000000,1.7,1,0.08,0.021902807,0,Transit,M4.5 V,M
Kepler-341 d,3415,14.739,Super Earth,2014,4.08,5972200000000000000000000,1.85,1,0.182,0.07583847,0,Transit,M4.5 V,M
Kepler-341 e,3415,14.739,Super Earth,2014,4.62,5972200000000000000000000,1.99,1,0.242,0.11635866,0,Transit,m3 V,m
Kepler-342 c,2550,13.2,Super Earth,2014,4.5,5972200000000000000000000,1.96,1,0.185,0.071731694,0,Transit,M2.0 V,M
Kepler-342 e,2550,13.2,Terrestrial,2016,0.615,5972200000000000000000000,0.88,1,0.0293,0.004380561,0,Transit,M2.0 V,M
Kepler-343 c,3025,14.063,Super Earth,2014,4.74,5972200000000000000000000,2.02,1,0.167,0.06351814,0,Transit,M1,M
Kepler-345 b,848,14.344,Terrestrial,2014,0.5,5972200000000000000000000,0.74,1,0.066,0.020260096,0,Transit,M5,M
Kepler-345 c,848,14.344,Super Earth,2014,2.2,5972200000000000000000000,1.2,1,0.077,0.025735795,0,Transit,M0.0 V,M
Kepler-347 b,4237,14.567,Super Earth,2014,4.54,5972200000000000000000000,1.97,1,0.11,0.03504449,0,Transit,M(6.1 +/- 0.7) V,M
Kepler-347 c,4237,14.567,Super Earth,2014,3.71,5972200000000000000000000,1.75,1,0.183,0.07474332,0,Transit,M(6.1 +/- 0.7) V,M
Kepler-348 b,1862,12.676,Super Earth,2014,2.92,5972200000000000000000000,1.52,1,0.076,0.01943874,0,Transit,M(6.1 +/- 0.7) V,M
Kepler-348 c,1862,12.676,Super Earth,2014,2.33,5972200000000000000000000,1.33,1,0.138,0.047364816,0,Transit,M6 V,M
Kepler-349 c,3069,14.915,Super Earth,2014,4.5,5972200000000000000000000,1.96,1,0.105,0.03340178,0,Transit,M6 V,M
Kepler-350 b,3121,13.965,Super Earth,2014,4.08,5972200000000000000000000,1.85,1,0.104,0.030663928,0,Transit,M3.0 V,M
Kepler-352 b,824,13.142,Terrestrial,2014,0.566,5972200000000000000000000,0.86,1,0.085,0.027652293,0,Transit,M2.5V,M
Kepler-352 c,824,13.142,Super Earth,2014,2.07,5972200000000000000000000,1.24,1,0.118,0.044626966,0,Transit,M2.5V,M
Kepler-352 d,824,13.142,Terrestrial,2021,0.449,5972200000000000000000000,0.806,1,0.0657,0.01889117,0,Transit,M3.5 V,M
Kepler-353 b,1255,16.126,Terrestrial,2014,0.64,5972200000000000000000000,0.89,1,0.051,0.015879534,0,Transit,M3.5 V,M
Kepler-353 c,1255,16.126,Super Earth,2014,2.48,5972200000000000000000000,1.38,1,0.065,0.022997946,0,Transit,G7 V,G
Kepler-355 b,4672,15.242,Super Earth,2014,2.73,5972200000000000000000000,1.46,1,0.102,0.030116359,0,Transit,A8,A
Kepler-356 b,2308,13.058,Super Earth,2014,3.09,5972200000000000000000000,1.57,1,0.057,0.012594113,0,Transit,A7 V,A
Kepler-360 c,2858,15.011,Neptune-like,2014,5.06,5972200000000000000000000,2.1,1,0.075,0.019712524,0,Transit,K,K
Kepler-374 d,4128,14.701,Super Earth,2014,2.27,5972200000000000000000000,1.31,1,0.056,0.013689254,0,Transit,K3 III,K
Kepler-375 b,4041,15.643,Super Earth,2014,2.7,5972200000000000000000000,1.45,1,0.101,0.033127997,0,Transit,K4 III,K
Kepler-376 b,3011,13.86,Super Earth,2014,1.24,5972200000000000000000000,1.07,1,0.057,0.013415469,0,Transit,G5 V,G
Kepler-376 c,3011,13.86,Super Earth,2014,3.86,5972200000000000000000000,1.79,1,0.115,0.03887748,0,Transit,G5 V,G
Kepler-377 b,2687,14.081,Super Earth,2014,2.51,5972200000000000000000000,1.39,1,0.109,0.034223136,0,Transit,F9 V,F
Kepler-377 c,2687,14.081,Super Earth,2014,4.9,5972200000000000000000000,2.06,1,0.182,0.07392197,0,Transit,M0.5,M
Kepler-378 b,496,12.619,Terrestrial,2014,0.347,5972200000000000000000000,0.75,1,0.112,0.044079397,0,Transit,K5 V,K
Kepler-378 c,496,12.619,Terrestrial,2014,0.271,5972200000000000000000000,0.7,1,0.166,0.079123884,0,Transit,K,K
Kepler-379 b,2385,13.475,Super Earth,2014,3.39,5972200000000000000000000,1.66,1,0.152,0.0550308,0,Transit,G,G
Kepler-37 c,209,9.770001,Terrestrial,2013,12,5972200000000000000000000,0.75,1,0.1368,0.05831622,0.09,Transit,K1 V,K
Kepler-37 d,209,9.770001,Neptune-like,2013,12.2,5972200000000000000000000,1.94,1,0.2076,0.10896646,0.15,Transit,G6 V,G
Kepler-37 e,209,9.770001,Terrestrial,2014,0.0275,5972200000000000000000000,0.37,1,0.246,0.14017797,0,Transit Timing Variations,G7 V,G
Kepler-380 b,2654,13.74,Super Earth,2014,1.81,5972200000000000000000000,1.19,1,0.05,0.010677618,0,Transit,G4 V,G
Kepler-380 c,2654,13.74,Super Earth,2014,2.15,5972200000000000000000000,1.27,1,0.078,0.020807665,0,Transit,G5 V,G
Kepler-381 b,872,10.47,Terrestrial,2014,0.937,5972200000000000000000000,0.99,1,0.066,0.015331964,0,Transit,F5 V,F
Kepler-381 c,872,10.47,Super Earth,2014,1.46,5972200000000000000000000,1.12,1,0.117,0.0366872,0,Transit,G1 IV,G
Kepler-381 d,872,10.47,Super Earth,2021,1.23,5972200000000000000000000,1.067,1,0.085,0.022724163,0,Transit,K3 V,K
Kepler-382 b,3051,14.907,Super Earth,2014,2.3,5972200000000000000000000,1.32,1,0.055,0.01451061,0,Transit,F9 V,F
Kepler-382 c,3051,14.907,Super Earth,2014,3.15,5972200000000000000000000,1.59,1,0.097,0.03340178,0,Transit,G2 IV,G
Kepler-383 b,1533,15.473,Super Earth,2014,2.3,5972200000000000000000000,1.32,1,0.095,0.035318274,0,Transit,K0 V,K
Kepler-383 c,1533,15.473,Super Earth,2014,2.07,5972200000000000000000000,1.24,1,0.172,0.085420944,0,Transit,G6 V,G
Kepler-384 c,2922,13.734,Super Earth,2014,1.51,5972200000000000000000000,1.13,1,0.236,0.12402464,0,Transit,K2 V,K
Kepler-386 c,2879,15.949,Super Earth,2014,3.12,5972200000000000000000000,1.58,1,0.155,0.068993844,0,Transit,K0 V,K
Kepler-387 b,2613,14.129,Super Earth,2014,1.08,5972200000000000000000000,1.03,1,0.068,0.018617386,0,Transit,F8 V,F
Kepler-387 c,2613,14.129,Terrestrial,2014,0.64,5972200000000000000000000,0.89,1,0.098,0.03230664,0,Transit,WD,W
Kepler-388 b,1386,15.218,Terrestrial,2014,0.457,5972200000000000000000000,0.81,1,0.036,0.008761123,0,Transit,WD,W
Kepler-390 b,1420,14.231,Terrestrial,2014,0.477,5972200000000000000000000,0.82,1,0.065,0.0183436,0,Transit,K V,K
Kepler-392 b,2223,13.528,Terrestrial,2014,0.972,5972200000000000000000000,1,1,0.059,0.01451061,0,Transit,K5,K
Kepler-394 c,3454,14.948,Super Earth,2014,3.39,5972200000000000000000000,1.66,1,0.11,0.033127997,0,Transit,M,M
Kepler-398 c,579,13.499,Super Earth,2014,1.01,5972200000000000000000000,1.01,1,0.087,0.031211497,0,Transit,M,M
Kepler-399 b,2416,14.686,Terrestrial,2014,0.84,5972200000000000000000000,0.96,1,0.103,0.03942505,0,Transit,G5 V,G
Kepler-399 c,2416,14.686,Super Earth,2014,2.63,5972200000000000000000000,1.43,1,0.155,0.07310062,0,Transit,G5 V,G
Kepler-401 b,3150,13.366,Super Earth,2014,3.57,5972200000000000000000000,1.71,1,0.122,0.03942505,0,Transit,M V,M
Kepler-402 b,2040,13.27,Super Earth,2014,1.98,5972200000000000000000000,1.22,1,0.051,0.010951404,0,Transit,M V,M
Kepler-404 c,2650,15.479,Super Earth,2014,3.61,5972200000000000000000000,1.72,1,0.118,0.04052019,0,Transit,M,M
Kepler-495 c,2149,14.942,Super Earth,2021,1.98,5972200000000000000000000,1.219,1,0.0614,0.01615332,0,Transit,G V,G
Kepler-526 b,2173,13.194,Super Earth,2016,4.62,5972200000000000000000000,1.99,1,0.064,0.015058179,0,Transit,G,G
Kepler-528 b,2558,14.064,Super Earth,2016,4.98,5972200000000000000000000,2.08,1,0.1409,0.054209445,0,Transit,G,G
Kepler-53 d,4456,15.367,Neptune-like,2014,5.14,5972200000000000000000000,2.12,1,0.091,0.026830938,0,Transit,G2 V,G
Kepler-542 b,1422,13.606,Super Earth,2016,3.09,5972200000000000000000000,1.57,1,0.1038,0.035865847,0,Transit,K2 V,K
Kepler-544 b,3142,13.667,Neptune-like,2016,5.14,5972200000000000000000000,2.12,1,0.1553,0.058590006,0,Transit,K4 V,K
Kepler-54 b,886,16.282,Super Earth,2012,21.5,5972200000000000000000000,2.1,1,0.0619,0.021902807,0,Transit,F5 V,F
Kepler-55 d,1888,15.746,Super Earth,2014,3.15,5972200000000000000000000,1.59,1,0.029,0.006023272,0,Transit,F8 V,F
Kepler-55 f,1888,15.746,Super Earth,2014,3.15,5972200000000000000000000,1.59,1,0.081,0.027926078,0,Transit,M9,M
Kepler-560 b,357,15.66,Super Earth,2016,3.61,5972200000000000000000000,1.72,1,0.0899,0.05065024,0.17,Transit,K7,K
Kepler-566 b,1841,15.217,Neptune-like,2016,5.27,5972200000000000000000000,2.15,1,0.1247,0.050376453,0,Transit,K7,K
Kepler-578 b,1766,14.578,Super Earth,2016,4.66,5972200000000000000000000,2,1,0.0266,0.004380561,0,Transit,F,F
Kepler-57 c,2101,15.017,Super Earth,2012,9.1,5972200000000000000000000,1.55,1,0.096,0.03175907,0,Transit,K5 V,K
Kepler-601 b,1353,14.151,Super Earth,2016,4.27,5972200000000000000000000,1.9,1,0.056,0.014784395,0,Transit,G9 IV,G
Kepler-605 c,1816,14.376,Terrestrial,2016,0.566,5972200000000000000000000,0.86,1,0.033,0.006570842,0,Transit,M5.5 V,M
